seq,referringId,partnerOrderId,clientId,subclientId,state,partnerShipmentId,mkpPartnerId,firstName,lastName,line1,city,state,zipCode,country,partnerLineId,upc,quantity,price,currencyName
6888,688892527225,SXMZ11128,269,A4AD,CREATED,95081634,9D9C,Lonzo,Emmerich,64469 Effertz Harbors,South Ned,SD,83642-6590,USA,1,49822221,10,89.91,USD
6889,688911252427,WD2GRUWS8,729,3556,CREATED,67002721,39EB,Judy,Beer,75050 Evert Club,Betsymouth,LA,51224-5311,USA,1,76312233,7,40.25,USD
6890,689091448029,VF64776Y8,E6A,8659,CREATED,88985237,37CA,Lorenz,Hudson,3789 Glenna Trail,Denesikview,MA,32535,USA,1,84705818,2,24.72,USD
6891,689158796075,1B96V4FU7,38D,7245,CREATED,66685820,031C,Miracle,Kutch,327 Wilhelm Islands,South Annaliseport,NV,42985-3484,USA,1,88020272,1,33.63,USD
6892,689236069124,DLA6VZ4L9,2B7,2A77,CREATED,72615733,1464,Delmer,Harvey,31082 Goyette Falls,North Ilaland,AL,39387,USA,1,52178224,1,35.53,USD
6893,689365536775,MB4YDA6J2,50B,4D13,CREATED,98834364,52D7,Brayan,Lehner,9111 Mertie Mountains,Garrickmouth,IL,95650,USA,1,48054989,2,91.58,USD
6894,689468878514,VF6N1YTL4,2C7,537D,CREATED,87330647,A5AA,Dino,Cummerata,88570 Cremin Knolls,Arthurfort,WV,80785-1354,USA,1,58111582,5,89.16,USD
6895,689521501009,RF4RP9D09,8A8,54CD,CREATED,12072858,2351,Nola,Pfannerstill,124 Jensen Extension,Tobinburgh,MI,40783-7804,USA,1,38668413,5,12.95,USD
6896,689657247856,VF5G2KCV5,5E9,7DB5,CREATED,31928743,0305,Ludie,Mohr,7386 Kerluke Expressway,Port Hilario,UT,36567-5611,USA,1,50942475,3,62.76,USD
6897,689710079829,3R9MXYL69,BB5,82B0,CREATED,27447897,0637,Emile,Witting,1623 Hildegard Center,Reicherthaven,WY,46370,USA,1,96252393,6,73.11,USD
6898,689818736419,1C9DJB1A5,A6D,8146,CREATED,81595686,5915,Maybell,Schmitt,599 Nolan Plains,Jorgefort,WI,16084,USA,1,11717636,3,31.96,USD
6899,689945695825,XF9KJNWJ5,505,11AB,CREATED,45801714,649D,Thomas,Schmeler,84581 Wuckert Crescent,Gagemouth,IL,63637-5932,USA,1,87861560,8,94.18,USD
6900,690061893414,5FS0T8274,DAB,D98A,CREATED,80678940,D979,Noemy,Heaney,96136 Daugherty Islands,Simoneburgh,AZ,28151,USA,1,42265835,7,43.46,USD
6901,690114666168,SUB189SWX,A78,8911,CREATED,37304656,6BE2,Donnie,Keebler,86481 April Circle,East Zoeychester,MO,94005-9457,USA,1,55075433,3,47.83,USD
6902,690227429983,3R9K9DME7,184,1965,CREATED,54365509,D108,Houston,Brekke,1582 Greenfelder Street,West Russel,NY,30345,USA,1,98115001,7,50.48,USD
6903,690377180878,VF49HBRX4,8EB,25E8,CREATED,29754619,C867,Bennie,Armstrong,74847 Adams Fords,East Celinestad,WA,89654-1537,USA,1,21460958,2,54.69,USD
6904,690474804804,SUBRKZ3P3,ACC,021E,CREATED,30660928,027A,Miracle,Fadel,34316 Swift Turnpike,South Mercedesstad,ME,68883,USA,1,34524590,2,53.91,USD
6905,690554935569,5FSTS06P7,7EE,4BBE,CREATED,97209607,0645,Luis,Hudson,335 Abernathy Corners,Websterville,MO,51048-7329,USA,1,79373939,8,66.65,USD
6906,690656286831,1G850F1DX,584,2147,CREATED,93751025,D090,Nicholaus,Erdman,8752 Von Freeway,Kossville,CA,38341,USA,1,14237320,8,11.99,USD
6907,690751389717,3R94RR444,3D0,59EA,CREATED,58986795,8DA4,Hattie,Hoeger,2473 Arielle Forks,South Hollymouth,VA,91445-4818,USA,1,10454743,6,24.62,USD
6908,690861531473,WBTZC5PS5,C48,E066,CREATED,37595193,6789,Meda,Mante,77513 Adrian Mall,South Abrahamhaven,MD,54874,USA,1,55226674,10,45.67,USD
6909,690939524056,9BEE2X4W3,D07,D816,CREATED,52225455,798E,Golden,Cormier,4501 Frank Forks,Orrinhaven,WY,30540,USA,1,24363027,6,37.15,USD
6910,691085758962,SALEHNRJ8,C02,B924,CREATED,26652629,BABA,Geovanni,Kihn,7951 Paula Run,Ziemannborough,NY,22396-2266,USA,1,41438274,2,94.26,USD
6911,691141464153,RF4MG0WEX,416,0B0B,CREATED,55766280,6641,Alisa,Bailey,34060 Kris Neck,Edwinashire,MS,45894-9471,USA,1,27284158,2,35.92,USD
6912,691250240501,KPLMTG618,89B,6D7A,CREATED,25641061,01E9,Shad,Goyette,49607 Winfield Port,New Era,PA,21556,USA,1,72194497,9,78.25,USD
6913,691318228211,8C91PJMG6,478,017A,CREATED,27185411,0B52,Ben,Bartell,3325 Cronin Rest,Dalefurt,MO,77161-2547,USA,1,72592434,1,54.13,USD
6914,691467832167,1B9JKPV42,BD0,9C85,CREATED,28164208,1AB8,Jadyn,White,5739 Osinski Springs,East Lupeburgh,LA,35840,USA,1,96023095,10,22.08,USD
6915,691577667482,1F99PCUP9,A00,A7DA,CREATED,89485131,6607,Ronny,Schuppe,450 Swift Mills,West Benjaminmouth,SC,15295-7405,USA,1,73372262,6,19.01,USD
6916,691611569051,WD3N4ED21,AA2,9B7E,CREATED,33458319,5E68,Deon,Cronin,887 Georgette Estates,Port Justinamouth,OR,50913,USA,1,64673814,3,93.73,USD
6917,691714986503,1G8FXTAX2,A70,39E3,CREATED,78562889,C4B7,Adelbert,Rodriguez,737 Koelpin Ports,Heidenreichbury,NY,84573,USA,1,78090997,5,43.19,USD
6918,691832639302,VF6704XZ3,948,80AA,CREATED,18510777,75C8,Moshe,Wiegand,808 Buckridge Lock,Port Jerrychester,UT,60974,USA,1,55018915,4,35.78,USD
6919,691917373559,LLDTNYJE9,8D2,38BE,CREATED,56654931,9957,Kaya,Mraz,5716 Marques Mill,O'Konshire,VA,76405,USA,1,61282715,9,21.53,USD
6920,692011518190,GA1C2JJJ1,70E,1402,CREATED,36559091,B29A,Rosalee,Jerde,285 Ferry Gateway,Kirlinfurt,VT,33223-8052,USA,1,33963134,6,18.39,USD
6921,692161870785,SU9K6RSY2,3A3,B939,CREATED,75263712,7849,Miller,Barton,731 Ledner Ridges,Normaport,MA,93699,USA,1,91325933,10,95.68,USD
6922,692232157804,SUAMJ63J4,458,D25B,CREATED,10509671,44B7,Jordi,Oberbrunner,4919 Evie Field,Brittanyton,OH,98506-4278,USA,1,95743003,8,19.75,USD
6923,692314215275,KPLP4AZA2,732,A7E6,CREATED,89079220,8787,Mae,Swaniawski,5692 Sauer Pine,Lake Gilbertfurt,NM,98664-4588,USA,1,35792470,5,80.24,USD
6924,692444504474,SU9Y4UUH8,DEB,029E,CREATED,61223948,B017,George,Hahn,683 Schuster Haven,Conradtown,VT,39331,USA,1,95397040,4,62.78,USD
6925,692561257862,WBSZ36S43,849,A534,CREATED,74493285,6388,Gerald,Wisoky,8449 Chaz Brooks,Lake Calemouth,MN,19208,USA,1,63236206,9,99.13,USD
6926,692639985930,SALDXERD3,DD5,3484,CREATED,72422292,7C03,Niko,Feest,22775 Watsica Oval,South Waynestad,NV,71454-9260,USA,1,18203766,4,69.64,USD
6927,692720230778,5FSVEM6G9,845,ABB7,CREATED,24257336,9D18,Devyn,Schmidt,16164 Stefan Plain,Wizaberg,TX,22673-2993,USA,1,63875816,5,85.21,USD
6928,692887201865,TRC572X55,29A,1D23,CREATED,73834476,E211,Ova,Okuneva,795 Lauretta Union,West Kennastad,GA,31500,USA,1,19623692,8,35.96,USD
6929,692978526288,VF52XXHL0,AAD,535A,CREATED,16852471,11B1,Harmon,Orn,84055 Weber Stream,Cassandrashire,WV,78670-1813,USA,1,44701400,4,27.08,USD
6930,693046719064,KPH7LPU01,D93,E5B9,CREATED,94887299,CEDD,Kitty,Kilback,267 Peyton Route,West Kenneth,AK,27096-7307,USA,1,93332691,6,33.57,USD
6931,693180810836,SUBK5FS06,83D,C64B,CREATED,38352708,A2B1,Eulalia,Dooley,9334 Ignatius Route,Larkinmouth,WI,65918,USA,1,51642000,10,45.04,USD
6932,693227095807,RF32CKU11,6D2,49C6,CREATED,49807186,315E,Arvid,Kuhn,476 Lillie Ville,Krisport,MS,68519,USA,1,78218554,1,74.27,USD
6933,693326285782,RF5X6W639,32A,DEBB,CREATED,39430889,2662,Daisha,Rolfson,866 Rosalinda Stream,Lake Mandyfurt,WI,36775-4622,USA,1,85307185,9,75.76,USD
6934,693470505729,1C96FE4D9,A8A,179B,CREATED,72583755,8654,Daphney,Hills,41371 Casper Drive,Bednarburgh,CO,20507-9586,USA,1,83122259,9,26.21,USD
6935,693511920394,1G8FWGGN0,C7B,3069,CREATED,26847183,5353,Marie,Blick,701 Gerlach Hill,Port Nikolas,WY,99540-4631,USA,1,12589267,6,84.25,USD
6936,693697620031,WBWCP1T56,1EE,B7E4,CREATED,29508256,1668,Brice,Nolan,1506 Hermann Views,New Janiya,MO,96952-3169,USA,1,78962592,2,70.27,USD
6937,693725695041,1B6W23S29,D0E,0201,CREATED,12761196,3EA4,Eliane,Bartell,32933 Weimann Valleys,South Hiltonburgh,ND,94788-0432,USA,1,54103647,2,73.68,USD
6938,693848922787,WBWKUP2B3,C20,3441,CREATED,94295154,3462,Wilfrid,Armstrong,137 Randal Flats,East Dinoberg,VT,71210,USA,1,59323901,6,62.93,USD
6939,693961304981,SALYDC506,482,108E,CREATED,60477630,9C9D,Katelin,Leuschke,1796 McDermott Village,New Madisyn,WV,47568,USA,1,19936734,7,96.16,USD
6940,694052329303,VF6F9Y8N9,1C1,734D,CREATED,35468196,2EE4,Florence,VonRueden,72713 Kris Well,Grantland,NE,73815,USA,1,47393011,9,61.27,USD
6941,694197375625,3R9ZXKHT5,356,C031,CREATED,30925687,0692,Reba,Kub,7969 Considine Manor,Considineville,VT,85469,USA,1,95741491,1,91.35,USD
6942,694236293497,SUAH6CF28,A84,E594,CREATED,15293816,4C63,Angel,Ebert,3315 Krystel Road,North Emeliehaven,CA,59320-9390,USA,1,20179734,4,95.04,USD
6943,694389131923,VF5T1W138,B55,A524,CREATED,60042015,C709,Stewart,Pfeffer,932 Llewellyn Stream,Metzberg,KY,32173-2294,USA,1,83080490,2,78.69,USD
6944,694494916379,VF54KH6W5,467,7ACA,CREATED,65995557,6B8C,Jaime,Moen,8614 Kiera Club,Boyleberg,UT,47285-6702,USA,1,43370507,3,45.87,USD
6945,694567640838,WD3AA602X,644,D83B,CREATED,86120973,97DC,Sydni,Metz,330 Earnestine Mountains,North Mortimer,IA,12445-9410,USA,1,55751951,5,40.98,USD
6946,694633427969,3R905SA18,384,4285,CREATED,50429607,9882,Tom,Dicki,462 Schoen Spur,Fernebury,MA,27488-8464,USA,1,47602652,2,84.67,USD
6947,694765843606,8C9L9J5E5,C01,5137,CREATED,33108989,7B3E,Yesenia,Simonis,5304 Bianka Rue,Zachariahfort,LA,32584,USA,1,33555268,8,31.73,USD
6948,694899207500,1F84H3CS3,CB1,9B40,CREATED,68336550,7E00,Sandrine,Weimann,4519 Runolfsson Throughway,Blockmouth,RI,51132,USA,1,92902645,1,10.91,USD
6949,694931826259,SUAG65JB2,154,B26C,CREATED,47092515,7C13,Hobart,Jacobi,61657 Tiana Divide,East Maude,CT,21888-4449,USA,1,32047523,4,78.86,USD
6950,695013952451,SAJU19HW8,33B,7D17,CREATED,20181819,8DC0,Reyes,DuBuque,47975 Hintz Mountain,Thompsonview,VT,98904-6727,USA,1,33526750,2,19.25,USD
6951,695186573375,1F81BUE70,54E,6DD5,CREATED,13082009,3207,Kraig,Wilderman,69059 Boyer Greens,Alannafort,IA,41154,USA,1,51187014,9,77.69,USD
6952,695251971521,15EH1UDU4,9CE,8CB1,CREATED,88720658,60A1,Clifton,Klein,85543 Watsica Divide,Lubowitztown,CO,11548,USA,1,69841777,8,67.17,USD
6953,695347793133,1A9Z57TW9,D24,4140,CREATED,16346989,9CAB,Chet,Casper,11584 Stacey Court,Littletown,WI,39265,USA,1,91553891,2,80.64,USD
6954,695484560746,RFWEAYJH8,417,3645,CREATED,71661842,4719,Oda,Kuvalis,5986 Mills Manor,Padbergshire,SD,30550,USA,1,75560771,1,32.74,USD
6955,695596078321,VF6L0H7G1,A05,CC26,CREATED,35050037,9208,Kacie,Murphy,400 Gottlieb Station,Jacobitown,RI,44571,USA,1,69522555,4,62.65,USD
6956,695643116582,8C9MFNNX1,E0E,B398,CREATED,62372441,83D1,Marielle,Hermiston,27747 Rowe Isle,Port Priscillaborough,MT,88653-4995,USA,1,11919018,1,29.37,USD
6957,695744207409,KPLYRH2Y9,6AD,17AB,CREATED,85440364,ECB1,Lance,Muller,2198 Jamie Court,Chaunceyshire,MS,61618-2553,USA,1,85049155,5,31.94,USD
6958,695860661333,TRCKD7J54,335,9E48,CREATED,55417588,4B19,Ryley,Stracke,681 Fahey Vista,Port Erika,MA,81352-1542,USA,1,15820129,2,35.76,USD
6959,695933147969,4RAJN7LDX,C63,7318,CREATED,80446621,2866,Octavia,Barton,3211 Sanford Locks,Schillerburgh,UT,80179,USA,1,91260230,10,72.43,USD
6960,696010547540,SAJLT9ZW7,2ED,A403,CREATED,40223327,DB56,Dax,Little,28749 Collier Underpass,West Deshaunview,NH,17126-0728,USA,1,52236503,10,51.55,USD
6961,696160207410,DLA8XRUX0,516,57CB,CREATED,40625125,ABC9,Margarete,Bartoletti,560 Heidenreich Run,Maryamport,OH,25714-0078,USA,1,37209902,10,43.74,USD
6962,696226932881,TAM9YNHS6,045,0976,CREATED,30094584,9608,Harley,Gerhold,4178 Stracke Mount,Berryfort,UT,84279-5419,USA,1,39945112,6,27.98,USD
6963,696335129873,1F9TLDMH2,14A,2B48,CREATED,39732771,DBDC,Nat,Champlin,224 Stehr Track,North Antoniaborough,TN,76864,USA,1,61682714,4,66.34,USD
6964,696447432132,SUAGL65K0,547,929D,CREATED,39351455,973C,Magdalena,Pacocha,8391 Pamela Row,Elveratown,AZ,71849-7901,USA,1,43149348,2,81.59,USD
6965,696580270331,VF41JGHN4,719,9045,CREATED,97430474,455E,Nayeli,Kuhlman,90679 Jaskolski Greens,Tomasport,WY,22690-7003,USA,1,61428869,6,28.76,USD
6966,696659048079,XF9MSSRG2,4C9,DDED,CREATED,75071510,5361,Cassandra,Gulgowski,323 Kirlin Walk,Bartolettiport,CA,46297,USA,1,89797599,4,74.89,USD
6967,696797914302,1F8RSMU07,174,A2DE,CREATED,22500594,DBD5,Declan,Zieme,992 Kessler Row,South Francesca,IL,19082,USA,1,14114915,2,85.72,USD
6968,696875675165,3R9SK8MC0,DA9,4A5D,CREATED,47492826,2C1D,Tremayne,Spinka,13514 Julia Overpass,Amirburgh,HI,14347,USA,1,31299512,9,82.39,USD
6969,696910712319,WBWACD8G3,0EB,C980,CREATED,21291312,8357,Ted,Schultz,92201 Kuhn Harbor,Robelmouth,PA,45502,USA,1,27261408,9,97.63,USD
6970,697026421873,1G8K98CH3,19D,EA1E,CREATED,37907111,7794,Irwin,Schmeler,2079 Blick Junctions,West Warrenport,MO,56724,USA,1,91694691,7,47.34,USD
6971,697163667778,SUADKFEU4,9D0,AD4A,CREATED,98450194,ACCB,Morton,Botsford,73008 Stiedemann Ferry,Lake Rudy,OK,29621-9758,USA,1,17229287,7,81.96,USD
6972,697246074392,RF3KZARF0,C03,37C5,CREATED,13683181,4C8D,Floyd,Cassin,49427 McGlynn Centers,West Ellsworthstad,WY,47601-5391,USA,1,80349555,2,51.31,USD
6973,697365793117,TRCW4P0HX,7B8,C119,CREATED,88654187,7E09,Rowena,Fritsch,209 Pfeffer Estate,East Greg,WI,50969,USA,1,55255690,2,98.71,USD
6974,697445167018,1F1120JZ8,D4A,6DBB,CREATED,18272967,DE8D,Hal,Mohr,226 Watsica Corners,East Ludie,MT,10112-5194,USA,1,32079804,5,44.25,USD
6975,697544416380,RF58Z4FP9,6AA,EDBA,CREATED,52541987,6D08,Travon,Kohler,18771 Julia Station,Donatoshire,AR,46768,USA,1,17308395,7,94.32,USD
6976,697683371383,1C9LYB9T1,9B2,471D,CREATED,18578187,DE7E,Orrin,Hickle,1826 Lila Crest,Jerelchester,RI,88993-3736,USA,1,12132355,4,81.37,USD
6977,697712049819,SUANJ0YW5,CE5,69DC,CREATED,32805246,B136,Angelita,Goodwin,1737 Nolan Crest,West Clifford,CA,27649-6704,USA,1,72405653,6,19.54,USD
6978,697829642140,1B9HTET2X,0CC,55EC,CREATED,83174208,5327,Zechariah,Hansen,159 Darby Stream,Pricefort,IA,33732-2246,USA,1,75162513,8,14.17,USD
6979,697919399655,SALUB3S85,2C1,7AB6,CREATED,32526306,8D92,Candelario,Kirlin,7629 Buckridge Loaf,Port Roman,TX,26212,USA,1,27949411,3,55.15,USD
6980,698038718296,1A9DAC9G9,D95,E4E8,CREATED,50599800,9E17,Adrienne,Ondricka,57741 Bashirian Square,Port Janie,RI,96956,USA,1,46340408,9,63.04,USD
6981,698151918165,DLAZF2WM2,2EE,B38E,CREATED,26216294,42A0,Clifton,Champlin,75527 Noah Ford,New Wilfred,TX,95663-1985,USA,1,82386631,10,36.15,USD
6982,698266310365,DLA0L3LU7,0CE,EE54,CREATED,53182457,2769,Lola,Schaden,97995 Mills Way,Stammland,NE,85751-9850,USA,1,93305040,5,99.14,USD
6983,698348607402,SUBP3S1E2,66A,9AEA,CREATED,76535815,889D,Maymie,Block,7804 Reid Port,Maybellborough,OH,35986-8541,USA,1,10800867,8,76.54,USD
6984,698469195160,TRCYUFC33,1C0,D619,CREATED,98860393,98DB,Horacio,Botsford,173 Tristin Village,Darioland,IA,90155,USA,1,75046726,8,63.21,USD
6985,698537247885,5FSWXB7J9,A23,5264,CREATED,23256653,A83E,Aylin,Runolfsdottir,96221 Uriah Junctions,North Waino,NJ,53564,USA,1,33545459,1,79.44,USD
6986,698668401945,1G8DM3WE0,2A8,2CB1,CREATED,99408246,5B85,Skye,Leannon,9647 Reichert Fall,Nikkostad,TX,90266-6184,USA,1,56579964,9,12.56,USD
6987,698787389662,RF3E5WPC7,8E4,AE15,CREATED,12400355,257E,Carlie,Kemmer,87397 Christop Mountain,New Sunnybury,ME,18189,USA,1,24506868,2,97.46,USD
6988,698878044011,WD2YFD0H2,5EB,20DD,CREATED,10585275,63BB,Jessika,Grant,78855 Lind Pines,Marisolport,WY,76485-4041,USA,1,27019787,2,47.75,USD
6989,698991948046,SU96EDTZ7,290,C921,CREATED,60100141,AAE8,Winona,Heaney,1763 Chaya Hill,Howeburgh,NV,89353-1898,USA,1,86939946,7,60.77,USD
6990,699061293951,DLA79WYH5,698,2CDE,CREATED,68833005,19E2,Amara,Hansen,23488 Steuber Ways,North Brooklynmouth,NJ,33129-8762,USA,1,78780844,9,24.96,USD
6991,699116326327,1A94S03E6,009,26B6,CREATED,60585002,3E31,Declan,Bahringer,6549 Marlene Ranch,East Sincerefort,SC,90853-6742,USA,1,36834189,9,64.94,USD
6992,699268037953,WBTGNG6H7,23A,6302,CREATED,90841818,DE17,Monica,Swift,350 Hector Village,Pinkfurt,DE,81604,USA,1,98482034,5,37.08,USD
6993,699369502324,W093YGU1X,EE5,1C06,CREATED,18330759,D13B,Josefina,Pollich,5424 Keely Fork,Nilsburgh,MD,77221-5903,USA,1,60180178,1,34.68,USD
6994,699465376066,GA1T0BFM5,82D,C554,CREATED,54191657,2EC3,Garfield,Wunsch,941 Lucius View,North Daphnee,NV,68506,USA,1,15530467,3,71.13,USD
6995,699554407349,1C96DXHH5,8B0,20C1,CREATED,88633828,D06A,Elda,Boyer,3475 Larkin Neck,South Tremayneland,IN,60864-7481,USA,1,89629716,1,36.35,USD
6996,699699418895,1A9BCD3F0,271,486C,CREATED,81247989,39B0,Alayna,Bode,7875 Bergstrom Brooks,North Amaraland,RI,50998,USA,1,50073247,3,23.77,USD
6997,699736003715,15E7C63T9,22C,DB8D,CREATED,50459976,A788,Eula,Rau,716 Strosin Stream,Walkerstad,OH,51138,USA,1,95840850,10,54.32,USD
6998,699816130117,VF51DFSM2,B58,8C09,CREATED,95706415,804E,Ardella,Christiansen,7968 Rohan Shoal,West Stephanborough,FL,92041-2501,USA,1,39255094,9,59.66,USD
6999,699910616429,9BEKY2YE3,15B,6562,CREATED,60314365,36E6,Kayleigh,Schoen,1096 Grant Meadow,Rashawnville,NE,59037,USA,1,30155560,10,92.16,USD
7000,700066790124,SALP59SP5,874,B784,CREATED,59758532,5620,Mariana,Jones,2933 Stiedemann Fields,Gastonfort,IA,95052-3721,USA,1,46556882,10,15.26,USD
7001,700194169487,SUAN98ZSX,2B0,D829,CREATED,61999138,86BE,Corrine,Will,79022 Brett Road,South Laurashire,HI,15003-8767,USA,1,48328167,3,30.51,USD
7002,700264461648,SXM45MWA5,0E5,65EE,CREATED,38640190,8134,Bella,Kassulke,89667 Karianne Circle,Bettyemouth,DE,14854,USA,1,54626424,4,20.33,USD
7003,700349539543,LLDTVM032,89B,E831,CREATED,15531789,3D47,Tyrel,Doyle,42435 Blanche Road,Vernerborough,TX,36741-0212,USA,1,92625339,7,51.33,USD
7004,700422836909,SAJBEA690,120,7516,CREATED,14939309,C752,Molly,Hessel,56258 Mohr Trail,Marcusborough,IN,21747,USA,1,33716141,10,10.98,USD
7005,700571528620,SUBCFFUF7,E18,87DA,CREATED,42137988,5A4E,Gracie,Rohan,50884 Herman Mountain,Nicolasberg,MT,45183-2485,USA,1,78623159,8,82.19,USD
7006,700675483284,1B671UWU6,502,30AE,CREATED,64665801,473D,Blanca,O'Keefe,88163 Damaris Courts,Bauchview,WY,70525-6404,USA,1,14057883,6,12.56,USD
7007,700725859426,W09EZ69X4,870,7CC0,CREATED,55417338,1A28,Crawford,Eichmann,673 Nico Plaza,Lake Patview,WV,43404-1105,USA,1,81075940,7,75.85,USD
7008,700865915720,GA1EC8TUX,7C2,5C39,CREATED,76434417,965A,Jadon,Hagenes,8182 Strosin Plains,Jaylonmouth,TN,63839-6853,USA,1,84845992,5,43.99,USD
7009,700996884825,LLDYATXT5,DE5,2DA4,CREATED,53355213,6B1D,Alec,Little,512 Kuvalis Islands,North Darrelside,DE,82876,USA,1,37282409,2,19.71,USD
7010,701061579640,RFW72Y859,246,1E14,CREATED,93508264,895B,Carmela,Abshire,39786 Bahringer Row,Port Hankfurt,MD,81382,USA,1,32154192,8,51.43,USD
7011,701130458081,1G8KX6KA9,19C,25A3,CREATED,51827976,0C17,Nichole,Hoppe,77623 Reichel Estates,East Martina,NC,68416,USA,1,15465932,1,91.45,USD
7012,701223709179,8C9AEFG65,2A5,E64D,CREATED,36539318,AB37,Jamaal,Roob,117 Mallie Mountain,East Reyna,SC,90218-2779,USA,1,32338933,9,27.75,USD
7013,701360759063,RFWENTTZ4,159,94AC,CREATED,98689695,9332,Rey,Lemke,260 Leanne Key,Windlerborough,SD,45944-9974,USA,1,34226953,4,64.36,USD
7014,701433292820,SUADB4D46,3DD,8CE3,CREATED,85449437,E732,Herbert,Hamill,8545 Herzog Manors,Virginiachester,NH,39781-2404,USA,1,43991829,2,94.31,USD
7015,701551012995,RF37JKT69,A75,9AEE,CREATED,34926710,978B,Kaden,Reynolds,70840 Darion Stream,North Helen,MI,89764-2152,USA,1,71133683,9,71.83,USD
7016,701668951193,1G80AJNV2,4D4,2EDC,CREATED,75673045,DE32,Mitchel,Brakus,1351 Pagac Plaza,Michelburgh,IA,38575-9790,USA,1,87347305,8,59.51,USD
7017,701752228054,1B6MYM370,741,27A4,CREATED,17776435,E369,Webster,Gorczany,407 Marley Camp,Andreview,WI,33057-1214,USA,1,95893362,3,50.91,USD
7018,701844065754,RF5ZRRKM6,BAB,67ED,CREATED,35232734,1827,Gayle,Schneider,6182 Ezekiel Orchard,North Stonemouth,NH,52939,USA,1,13594168,4,16.87,USD
7019,701944599818,MB4VFPRT6,2B7,9CA4,CREATED,60204529,A055,Christa,Kihn,191 Kathryne Greens,Wisokyfort,WV,53842-4447,USA,1,56524246,10,71.73,USD
7020,702072751277,WBWLYWP59,200,001A,CREATED,50511932,29C0,Lora,Rath,400 Jordi River,Lake Tryciaview,WI,19702,USA,1,10855151,4,80.08,USD
7021,702145395510,J81LMSWJ1,A5B,E675,CREATED,86974552,3507,Khalid,Mayert,60479 Eichmann Manor,Kautzerside,MI,65788-6685,USA,1,28802924,6,63.07,USD
7022,702258833052,RF4P6MHY0,55D,3C8A,CREATED,81924925,D9BC,Dortha,Fahey,6376 Herzog Brook,Wittingland,FL,46236,USA,1,61150751,1,51.15,USD
7023,702382290011,15EU94F86,EE6,6E8E,CREATED,31298026,7B1B,Brad,Heathcote,554 Blick Road,Abernathymouth,MD,23666-6154,USA,1,45875938,3,93.91,USD
7024,702497805920,WBSSB5YS4,87D,9BED,CREATED,47032236,B64A,Archibald,Hansen,4998 Ervin Route,Gradymouth,AR,11086-7086,USA,1,47323867,2,60.39,USD
7025,702546357393,LLD18W993,13A,4095,CREATED,60861056,E341,Valentine,Luettgen,638 Hilario Flat,Port Candidaport,AL,91063,USA,1,75414498,1,25.49,USD
7026,702652828622,DLA9FAB73,220,BA55,CREATED,77582116,5DCA,Kathryn,Jerde,546 Desmond Lane,Margarettaland,MT,77513,USA,1,11667976,6,45.42,USD
7027,702722207166,1C946LRN1,63C,250A,CREATED,73152375,B981,Maida,Abbott,2521 Filomena Stream,Jacobsbury,AK,44647,USA,1,56959035,8,40.83,USD
7028,702835675043,KPH6GA371,96D,78DA,CREATED,64766103,4CDD,Elian,Emard,306 Fahey Ridges,North Shawnafurt,CT,60526,USA,1,32883227,1,16.82,USD
7029,702945719613,XF9L75XMX,B70,1629,CREATED,82938369,55A6,Kristian,Nitzsche,2870 Grimes Ville,North Rafael,VA,46934,USA,1,99150928,9,19.39,USD
7030,703066645318,WD375EF75,B6C,8B76,CREATED,77075547,E1CE,Kathlyn,Swaniawski,7907 Jamil Glen,Michelefort,NJ,13794,USA,1,37545683,8,97.56,USD
7031,703174234733,1F8426FA1,B6A,1149,CREATED,22791276,C122,Mittie,Goyette,1824 Upton Street,East Raystad,KS,33281,USA,1,70202847,6,42.74,USD
7032,703247295197,KPH5VEMA5,52A,DAEA,CREATED,40210469,2406,Christina,Ziemann,879 Pearlie Heights,New Calebshire,NM,65698,USA,1,57208839,9,80.12,USD
7033,703324918583,WD2U6P925,C6B,B4D1,CREATED,20853274,69E4,Ana,Lebsack,943 Crooks Villages,North Micahbury,VT,95443-1383,USA,1,45842553,2,18.54,USD
7034,703414771718,SARK35G58,1A2,EB3E,CREATED,86706724,6C29,Concepcion,Terry,6076 Leopold Cliffs,O'Connellhaven,MN,56031,USA,1,43093828,4,18.21,USD
7035,703553388062,GA1HPMWP9,A48,5EE5,CREATED,87809403,01DB,Christiana,Kub,77858 Keaton Tunnel,West Winstonton,CT,81362-0791,USA,1,81563805,3,41.02,USD
7036,703626357167,9BEDT34J4,7EB,1B29,CREATED,81230196,C5C0,Llewellyn,Klocko,99527 Beatty Court,Zanefurt,DE,77755,USA,1,47574385,8,54.94,USD
7037,703738931225,1F1KCGCE8,071,BB53,CREATED,30614520,6790,Matteo,Marquardt,7102 Auer Trail,New Angus,DE,65040-2557,USA,1,64815980,7,88.97,USD
7038,703883928297,J81BXM4E3,0BB,6EA3,CREATED,20897854,24B5,Camylle,Zboncak,5192 Graham Overpass,East Thalia,MO,23202,USA,1,29323072,3,42.79,USD
7039,703914424392,3R9JR7J77,3D3,18A9,CREATED,89280340,555B,Margarett,Botsford,34847 Kaylah Light,Haaghaven,IA,96394-1380,USA,1,12123905,1,70.88,USD
7040,704014383041,GA1JD4TE1,BC1,D880,CREATED,22095761,985A,Bethany,Bahringer,642 Ernestine Valleys,North Devanville,NH,33275,USA,1,79684135,9,50.91,USD
